example_id,summary,base_cluster_id,cluster_name,category
68c02e92-2866-4066-8e57-49c03909bbe6,feature request help with LangSmith Self-Hosted deployment for configurable S3 URL configuration to enable project-specific buckets instead of shared directories for security and compliance requirements,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
69bf3099-1036-405c-8760-0bd424bff226,"debugging help with LangSmith Deployment for Redis connection management issues - load testing revealed hundreds of idle Redis connections remaining open hours after traffic ended, with connections not being properly closed to the writer node",21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
6a181bb0-7945-4a1f-8d22-87427556e787,"performance optimization help with LangSmith deployment for infrastructure scaling issues involving ClickHouse database configuration, Redis connection limits, queue service worker scaling, and LangGraph task limits in a managed deployment environment",22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
6a27b12b-fb4f-40d5-9a15-4f6cec35e1ac,pricing and licensing information for LangSmith Enterprise self-hosting deployment for observability of GenAI multi-agent system,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
6b3e690e-a3d2-4461-89d1-bb825de638bf,version/compatibility help with LangSmith self-hosted deployment for Helm chart upgrade from v0.8 to v0.9 regarding persistent volume data preservation,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
6c37154b-8b4e-4f4b-af39-2f970930fa0c,User received notification about authentication/access problems with SSO deployment due to cloud provider infrastructure issues affecting multiple platform services,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
6d51877e-1cf1-4256-881b-16e2855bc522,deployment help with LangSmith platform for enterprise cluster implementation and API key confirmation,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
6ec10c13-ec7f-4730-800f-99a9d3a9ca8e,best practices help with LangSmith deployment for GCP resource cleanup and management,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
7058c886-0e8a-4a8c-9956-20c5f848f0b0,configuration help with LangSmith self-hosted deployment for license key migration to v0.9,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
705ba98a-2e25-4135-ab58-80261bab0ca8,configuration help with LangSmith deployment regarding AsyncPostgresqlStore memory storage setup and PGvector extension requirements for vector search functionality in Docker compose and Helm charts,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
7086b364-567e-4af5-b1c6-9b5ab34d4144,User reported deployment issues with LangSmith platform during GCP outage affecting cloud infrastructure availability,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
70ab2084-4e0a-4f82-badb-2e652e13735f,authentication configuration help with LangSmith BYOC deployment regarding SAML SSO compatibility and migration from no-auth to OIDC setup,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
738211c3-1041-411e-84ae-61a98d79211c,"performance/optimization help with LangSmith deployment for Kubernetes/Helm configuration regarding 503 errors, backend pod restarts, replica scaling, and autoscaling setup",21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
7649804b-edf4-4736-90db-bc276f5f7e2c,troubleshooting help with LangSmith deployment for certificate expiration issues affecting system access and UI functionality,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
77b6ab58-8be6-471e-9f64-0a52f0785568,quota increase help with LangSmith deployment for organizational scaling needs,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
7c7ad89a-e4dc-4f68-a28c-fca6f4d95e76,configuration help with LangSmith deployment for environment variable precedence issue,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
7da8a167-ef45-4c4d-be18-321abef35787,debugging help with LangSmith self-hosted deployment for trace viewing functionality - issue was resolved by updating from version 0.9.23 to 0.9.25,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
7ecb915b-0886-4237-b603-47fbb52fcf81,debugging help with LangSmith deployment for Kubernetes infrastructure after database migration causing SSO authentication failures,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
7ef2f31f-fdc5-41ad-92dc-9a63a90074a6,"configuration and performance optimization help with LangSmith deployment for ClickHouse cluster setup, experiencing database performance issues with too many parts error, high write frequency causing CPU overload, and 403 authentication errors",22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
81047434-3346-494f-974f-e757645936e3,"authentication/access help with LangSmith deployment for SSO connection issues - security error in Chrome browser when connecting to LangSmith using SSO authentication method, resolved by platform team fixing underlying service issue",23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
81aaed2a-7424-47ca-bd71-5f74a5671f90,debugging help with LangSmith Deployment for backend infrastructure experiencing 500 errors when accessing tracing projects,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
8303522a-d587-4389-b6ec-ea0eeed4a09f,troubleshooting help with LangSmith deployment for Kubernetes pod termination issues,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
877c2cc9-9562-4fd7-b657-afe70f77afac,deployment help with LangSmith platform for version upgrade and migration troubleshooting,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
8ae2b72a-a39b-4d74-ab35-ac4208205322,debugging help with LangSmith deployment for Kubernetes pod startup issues after license key configuration,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
8c0edc8f-c9fb-4856-aa9d-dad47394d51b,configuration help with LangSmith BYOC deployment regarding frequent HTTP POST requests to billing endpoint and requested dashboard for usage monitoring,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
8d2781a5-5d81-4cac-ad09-922d09fe7f53,licensing help with LangSmith self-hosted deployment for local hosting implementation,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
8f901f6e-48fc-4b1e-a6a3-7cea29cac4c3,configuration help with LangSmith deployment for SSO timeout settings using Helm chart configuration with GCP OAuth integration,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
93a09985-440f-4fda-82f5-3efac116ccb8,"debugging help with LangSmith deployment for data ingestion issues where traces are not appearing in the frontend despite backend logs showing successful processing, affecting only one organization out of three on the same instance",21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
9674f719-9a6a-49c4-bbd3-3daa30b756b7,version upgrade help with LangSmith self-hosted deployment to enable experiment results download feature,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
994ff429-a057-4bae-b838-f46d5bef338d,troubleshooting help with LangSmith Deployment for Redis connection and message consumption issues during load testing,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
9ab170af-4808-460b-af6f-995c44ae7d0a,debugging help with LangSmith self-hosted deployment for experiment results CSV download functionality that was broken due to version mismatch between helm chart and application code,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
9b30f12c-365a-46da-992a-dc2922341d63,integration help with LangSmith BYOC deployment for monitoring configuration with Datadog on ECS infrastructure,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
9ca0bea6-f986-4720-910c-fa7520cc9053,deployment configuration help with LangSmith platform for custom domain setup and multi-region server hosting options,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
9d32f8f1-db69-45c1-976b-ceb99a1859e2,"User experienced database caching engine issues with LangSmith deployment that caused run rules to be deactivated, requiring infrastructure-level troubleshooting and database provider root cause analysis",21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
9e7521be-db6a-4fed-968b-35859d20cfcf,configuration help with LangSmith deployment for Helm chart setup in Kubernetes cluster with custom networking requirements using external load balancer routing,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
9fb0ded0-1be0-4128-8657-391e624f3f4c,configuration help with LangSmith deployment for production environment license key usage,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
a05ada86-2963-447b-a866-53bf144be976,configuration help with LangSmith self-hosted deployment for AWS EBS encrypted volumes implementation,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
a05deb4e-a8dd-4306-bac6-083d49451c98,monitoring and reliability help with LangSmith deployment for trace loss detection and prevention during load testing with under-provisioned platform-backend instances,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
a0a6b535-bad0-4cd5-9283-5264fc8e2b87,setup help with LangSmith Enterprise self-hosted deployment for on-premises infrastructure integration,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
a1268ebe-728b-4303-aa4e-354102a2949e,debugging help with LangSmith deployment for self-hosted infrastructure after upgrade to version 0.9.5 causing frontend-backend connectivity issues and API timeouts,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
a23624f0-1cc2-4376-8d82-e4ed67d9c8ef,configuration help with self-hosted LangSmith deployment for Content-Security-Policy HTTP header implementation to address security vulnerabilities while maintaining proper UI functionality,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
a357e560-c1b8-446b-8ba8-3f838c843287,authentication/access help with LangSmith self-hosted deployment for Python implementation - experiencing 403 Forbidden errors when accessing datasets API due to missing LANGSMITH_ENDPOINT configuration for self-hosted instance,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
a465a5d8-6bfb-4209-a0d2-9deca83efc38,feature enhancement help with LangSmith on-premise deployment for trace filtering capabilities on sensitive fields like inputs/outputs in hybrid setup with managed ClickHouse,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
a654e891-f1a2-4c9b-8063-1adfc96f30a5,setup help with LangGraph and LangSmith for enterprise compliance and security configuration,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
a838fe9a-e462-4bc0-a527-0c3a4d322f7e,"deployment help with LangSmith self-hosted platform for corporate network configuration including license key access, SSL certificate authority support for proxy environments, blob storage configuration, and multi-environment licensing",22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
a84209cf-df1a-459c-bf46-f1f06f59aed5,User confirmed successful upgrade of on-premises LangSmith deployment to version 0.9 with new license key,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
a99ef34e-1e64-484c-a25e-e9d93706f993,deployment timeout configuration help with LangSmith Platform for Kubernetes deployment implementation,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
a9dd2b2b-8944-42ed-99e3-d73730fa39cf,User reported certificate expiration causing site and API access issues with LangSmith platform - deployment infrastructure problem resolved by support team,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
aad1bd34-5bb2-4d6f-9941-a614f19b6fcd,User confirmed that a service outage issue was resolved and thanked support for the quick update,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
aba4fc4a-7ce4-48aa-a132-117a6a6d76a1,debugging help with LangSmith deployment for Kubernetes/Helm implementation regarding login errors and stuck migration batch jobs due to admission webhook validation requirements,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
adefc314-3000-4291-a745-d62a1a7215cd,data management help with LangSmith deployment for ClickHouse database cleanup and environment reset,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
ae2700e1-907f-4006-8a48-971d01d82b48,"authentication help with LangSmith deployment for Python implementation running in Kubernetes namespace, seeking guidance on API key configuration and workspace access patterns",23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
ae66d5af-0de1-46a4-b5f4-c7235c48cf7f,version/compatibility help with LangSmith self-hosted deployment for license key upgrade from v0.8 to v0.9,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
b18d2a28-2b81-4792-a984-7c9c877212ae,"debugging help with LangSmith backend database URL parsing for PostgreSQL connection configuration - the URL parsing function incorrectly handles query parameters like sslmode=require, causing authentication failures during alembic database migrations",23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
b4fba404-3616-45ba-b243-9bc4cd07d99e,authentication/access help with LangSmith self-hosted edition for developer activation key,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
b5d604de-1f89-42d0-8fa3-9d6c0038eb5d,"deployment help with LangSmith managed ClickHouse for enterprise BYOC (Bring Your Own Cloud) implementation, including partnership arrangements, security review requirements, and infrastructure sizing estimates for contracted trace volumes",22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
b6dba76f-94bc-4560-92da-45d39462a01b,deployment help with LangSmith ClickHouse cluster migration for Kubernetes/Helm implementation,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
bad7609f-037d-4378-bd17-bcdadd89a9d4,configuration help with LangSmith Helm Chart deployment for updating to version 0.9.1 to enable OAuth session configuration and troubleshooting email notification settings for member invitations,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
bb702fd0-1568-41be-aae6-2c600c71d9f7,"troubleshooting help with LangSmith self-hosted deployment experiencing 500 errors due to Kubernetes cluster resource constraints, specifically ephemeral storage pressure causing pod failures and ClickHouse database downtime",21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
bbaed7db-0d7c-40f2-afd3-b40e5b6a9332,deployment help with LangSmith Platform for setting up separate dev and prod instances with license confirmation and ClickHouse configuration guidance,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
bdb4b90d-23d8-4021-8d2c-db538b07ac11,configuration help with Cloud SQL Proxy Operator and Private Service Connect for infrastructure deployment setup,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
c0925590-1326-4661-a5de-3e7ae5a3871b,configuration help with LangSmith self-hosted deployment for data retention policy adjustment from 14 days to 90 days to facilitate adding trace examples to datasets,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
c0950cfc-ed6c-4df3-8fd2-e0109591f338,configuration help with LangSmith self-hosted deployment for AWS IAM role integration with Bedrock in Playground instead of using access/secret keys,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
c147c85d-5b7e-4980-9b91-0d899f93a968,setup help with LangSmith deployment for SaaS ClickHouse instance configuration including VPC endpoint whitelisting and database connection parameters,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
c2979667-7513-456c-8363-883b5b007bb3,security assessment and deployment approval help with LangSmith platform for enterprise Azure Kubernetes Service implementation,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
c71b18c1-ef7f-48ad-9edc-02967671d8bc,authentication/access problem help with LangSmith SSO login experiencing CORS errors due to cloud provider infrastructure issues,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
c73ab323-bea9-44d6-a545-0dc7437b8767,troubleshooting help with LangSmith deployment for network connectivity issues with threads and assistants endpoints on AWS infrastructure,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
c73de942-1e13-4b1a-9465-8c394e57d5db,configuration help with LangSmith deployment for setting default retention periods and backup mechanisms for session archiving,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
c7991ef9-7346-4d14-97e3-7e9fe3c916ac,debugging help with LangSmith deployment for self-hosted version upgrade where projects are not visible in UI after upgrading to newer version,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
c7b675d3-ae28-4467-a46c-1bd75932e15b,compliance confirmation help with LangSmith managed ClickHouse instances regarding customer data storage and blob storage configuration,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
c865ce2f-976b-426b-9fcb-907cb2a139b4,deployment help with LangSmith Platform for GitHub repository access configuration and license key validation issues,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
c9009cf3-0986-4f91-934f-dda1b26347c7,configuration help with LangSmith deployment for updating API key using Helm upgrade process,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
caa6f7fa-d755-4154-8c20-60aa85053e1f,configuration help with LangSmith deployment for Kubernetes/Helm implementation regarding redisRunsExpirySeconds setting compatibility between versions 0.8.25 and 0.9.23,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
cb9d615c-3870-4944-9450-3f868d11cdd6,"data migration help with LangSmith deployment for migrating datasets, prompts, rules, experiments, and traces from cloud-hosted to self-hosted solution",22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
cc08efc7-65aa-4153-8531-e8bd592cef94,"deployment help with LangSmith self-hosting via Helm chart on EKS cluster, encountering SSL certificate verification issues with external ClickHouse database and pod startup failures",21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
cc415f3c-ee9b-414b-a7ca-8e76f4c9d59f,debugging help with LangSmith self-hosted deployment experiencing trace detail viewing errors on version 0.9.X,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
cf7a474a-4a8a-4392-bf4b-98936ccfb7bd,"deployment troubleshooting help with LangSmith Platform for timeout errors during health checks and DNS registration issues when recreating deployments with same names, followed by migration assistance for moving to new infrastructure",21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
d148641a-64b3-4aea-aa42-8a8ae0673547,User reported SSL certificate expiration issue with LangSmith platform domain requiring infrastructure-level resolution,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
d1c1f7f1-3066-4a80-9e4f-33b04494acb8,troubleshooting help with LangSmith deployment for Kubernetes migration jobs that were stuck in running state due to gatekeeper policy violations preventing pod creation,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
d30fcef7-5f54-4dd9-82cb-127ff6901535,best practices help with LangSmith self-hosted deployment for monitoring dashboard configuration on AWS infrastructure,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
d341ba5c-0f3c-4b9c-99ab-623f421bfb12,troubleshooting help with LangSmith deployment for Helm chart upgrade from version 0.8.24 to 0.9.x in offline environment,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
d464fbb1-8603-46f7-a5e5-ded5ab3aed32,"configuration help with LangSmith deployment for setting up managed ClickHouse with GCS blob storage, encountering authentication and engine compatibility issues requiring HMAC key setup instead of workload identity",23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
d57b7d81-ee9b-4de0-b795-b4246def4c50,setup help with LangSmith self-hosted deployment for development activation key,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
d5d26681-f761-4a24-8984-261e8a14cf95,"performance optimization help with LangSmith deployment for scaling to 1000 concurrent TPS, including Redis configuration, queue worker settings, and Datadog instrumentation setup",22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
d6053d95-388b-41fc-81e4-29172c3f9bcc,"deployment troubleshooting help with LangSmith deployment for production environment - deployment failures with no visible logs, working in staging but failing in production due to control plane bug",21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
d71ecbbc-bfa9-4959-b708-c19eaf3768ee,feature request help with LangSmith Playground deployment for nginx configuration to support dynamic DNS resolution with AWS ECS service discovery,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
d792ae95-dfdd-44c1-85bf-37ffc4b07448,"User reported certificate issues affecting service availability, team acknowledged and resolved the SSL/TLS certificate problem",23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
d91e2616-f23d-4b78-a378-2635b7154706,"data migration help with LangSmith self-hosted enterprise deployment for transferring existing traces and URLs from cloud instance, and guidance on bug reporting process for self-hosted environment",22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
d9bc6770-796e-42dd-87b5-9ed2db728667,approval for security enhancement design with LangSmith deployment for audit logging implementation using PGAudit and CH query log to track user actions and store logs locally with long retention for compliance requirements,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
d9c57eec-3824-4607-8511-c975d6a5a3f4,debugging help with LangSmith deployment for Kubernetes infrastructure experiencing 404 errors due to ClickHouse storage capacity issues and subsequent managed ClickHouse setup,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
db2f33aa-54e5-40f3-9c23-3bafd2c57737,security compliance update with LangSmith penetration test remediation for enterprise deployment security requirements,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
db31665e-4d92-4ce9-821d-8b7ffaaa66b6,best practices help with LangSmith self-hosted deployment regarding data management and public IP configuration,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
db39df00-540c-4ac0-86fc-f76f78476e15,"configuration help with LangSmith deployment for SSL-only PostgreSQL database setup, encountering issues with database connection string formatting and alembic migrations when enforcing SSL requirements on AWS RDS instances",23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
dbb636b0-e036-4ad8-85f2-1ab8cfc82875,debugging help with LangSmith deployment for private AKS implementation experiencing authentication token parsing errors and PostgreSQL database connection issues,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
dec11b02-0ff5-4179-a17f-3b566f12f2d3,compliance documentation and data migration help with LangSmith deployment for European data center hosting requirements,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
e0c1d5f1-5b35-4e48-9b5e-64a609035274,troubleshooting help with LangSmith deployment for server error issues when connecting via SDK,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
e151b01c-fdfe-459a-91de-ec77be0bc0a8,"debugging help with LangSmith deployment for trace splitting issues and post-upgrade trace visibility problems, with root cause identified as ClickHouse storage saturation requiring monitoring",21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
e1f0c5c2-af58-4c1a-81a2-e0491877a543,"troubleshooting help with LangSmith deployment for Kubernetes environment - developer unable to see new LLM traces despite valid API key and project settings, resolved by fixing environment variable loading",21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
e1ff95cd-d0f1-4163-bfe0-1dd4e312a7a8,version/compatibility help with LangSmith self-hosted deployment for annotation queues feature availability,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
e27f049c-2893-40a7-b032-51aa8dfe9105,troubleshooting help with LangSmith self-hosted deployment for database migration and license key update issues,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
e2df2eab-2ae1-4303-86a4-e14c322e1e78,license key help with LangSmith Self-Hosted Environment for POC deployment setup,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
e33f2a37-7651-4efa-ab6a-f8f51ec54d16,deployment help with LangSmith Platform for production audit requirements including self-service access logs commitment and secret management integration options,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
e40de6c8-490a-4379-847e-d046396be49d,troubleshooting help with LangSmith deployment infrastructure experiencing Redis volume space issues causing service outage,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
e4f8900c-c096-4028-8cd5-f842c7398aff,User shared infrastructure deployment pull request for LangSmith platform setup,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
e55ef8d6-14d8-4a97-a747-a6f459fc1f57,configuration help with LangSmith self-hosted deployment for audit logging integration with external logging platform while excluding sensitive trace data,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
e6e0b715-06b1-4d76-9678-76dfb985e256,"debugging help with LangSmith deployment after ClickHouse database reset causing projects to disappear from UI, requiring database migrations and troubleshooting connection issues",21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
e88e8730-c4f5-4c96-b8f4-ba5360e071bd,configuration help with LangSmith self-hosted Helm chart for SSO authentication and initial admin setup,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
e8e49f59-4e9f-4a98-a01d-b74e42de3af8,debugging help with LangSmith deployment for Helm/Kubernetes upgrade from version 0.7.45 to 0.8.28 experiencing 403 forbidden errors due to failed database migration,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
e9b7296f-938e-429f-9efa-088093093136,troubleshooting help with LangSmith self-hosted deployment for recurring blocker issue,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
e9d182e7-afe2-4cca-b406-b8f897255e18,compliance documentation help with LangSmith for enterprise deployment implementation,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
ebb7756e-7245-4de8-8e35-9616f904d055,deployment help with self-hosted LangSmith and LangGraph Platform control plane for Helm/Kubernetes implementation,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
ee260b33-c022-4dac-9e7b-c5adf172714e,configuration help with LangSmith self-hosted deployment for VPC endpoint setup instead of VPC peering with ClickHouse instances in AWS infrastructure,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
ee9851e4-fc78-466f-a921-614740838fa2,configuration help with self-hosted LangSmith deployment for URL setup and trace count querying via database queries,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
f480427d-92e5-42e9-846e-30ddeeef95e1,security assurance help with LangSmith deployment for audit and access logs availability during incident response,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
f5df5d88-de7b-4380-a14e-20b64d40b789,deployment help with LangSmith and LangGraph Platform for self-hosted enterprise configuration due to data privacy requirements,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
f66c9992-a8b0-490a-864b-043342798f8b,best practices/usage guidance with LangSmith deployment for self-hosted multi-organization setup configuration,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
f71539e5-3a6d-4a03-9770-b88afb10db39,monitoring/observability help with LangSmith deployment for metrics endpoint integration with external observability platform,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
f959960e-6a78-4ade-8052-62ad83a778fd,clarification on pricing structure and deployment deletion for LangSmith Platform deployment management,22,Configure LangSmith self-hosted deployment operations and security compliance,LangSmith Deployment
fa62e38e-a75d-4127-bec7-26a49ad0c4eb,debugging help with LangSmith deployment for crashloop issue affecting backend and playground services,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
fc398727-50af-4089-915a-ab7b91059a5d,deployment help with LangSmith account migration from US to EU region for enterprise trial setup,23,Configure LangSmith self-hosted authentication and SSO integration issues,LangSmith Deployment
fc787b47-d9d9-4493-a2b2-fe95d2a20a8e,User reported service outage and requested post-mortem information for LangSmith platform downtime incident,21,Debug LangSmith self-hosted Kubernetes deployment crashloop and connectivity failures,LangSmith Deployment
002b6cb6-eb00-48ff-b2cc-a4bcd5635596,account management help with LangGraph Platform for increasing deployment quota limits,25,Manage LangGraph Platform account deployment quota increases,LangGraph Platform/Studio
00e5e319-8da7-4d66-82be-74e81fa0ae04,debugging help with LangGraph Studio for local Docker storage issue causing excessive disk usage (65GB) from running less than 100 threads across 3 graphs,26,Debug LangGraph Studio and Platform general functionality issues,LangGraph Platform/Studio
01985224-1731-4fc1-9097-a632b66c3c00,"deployment quota increase and license key help with LangGraph Platform for production deployment, experiencing timeout issues during deployment updates and seeking self-hosted deployment options on AWS EKS",33,Request LangGraph Platform deployment quota limit increases,LangGraph Platform/Studio
0242f2b1-5728-4ace-b8dc-fd059eae5294,feature request help with LangGraph Platform template projects for gitignore configuration improvement,24,Configure LangGraph Platform deployment infrastructure and advanced BYOC settings,LangGraph Platform/Studio
